Wavelength,UHP-T-405-EP,UHP-T-415-SR,UHP-T-425-SR,UHP-T-435-SR,UHP-T-450-EP,UHP-T-470-SR,UHP-T-475-SR,UHP-T-480-SR,UHP-T-488-SR,UHP-T-495-SR,UHP-T-520-EP,UHP-T-545-LA21,UHP-T-545-SR,UHP-T-596-LA21,UHP-T-620-SR,UHP-T-625-EP,UHP-T-630-EP,UHP-T-630-SR,UHP-T-650-EP,UHP-T-670-SR,UHP-T-730-SR
429.5,0.048212799,0.198986486,0.896405364,0.904214559,0.13,0.025056187,0.013090504,0.012988181,0.008742515,0.009677419,0.00233,0.202321868,0.202321868,-0.000310197,0,0.000743,0.000584,0.000518308,0,0,0
430,0.045446289,0.1875,0.879652932,0.923371648,0.141,0.026957243,0.013888938,0.01353577,0.008862275,0.009717742,0.00231,0.205498032,0.205498032,-0.000328947,0,0.0007,0.000609,0.000534718,0,0,0
430.5,0.042853623,0.177027027,0.863276115,0.942528736,0.153,0.029365027,0.014818585,0.01408336,0.009041916,0.009798387,0.00231,0.20881414,0.20881414,-0.000328947,0,0.000691,0.000627,0.000489462,0,0,0
431,0.040482757,0.16722973,0.844833415,0.961685824,0.165,0.031431681,0.015151462,0.014679631,0.009221557,0.009879032,0.00218,0.212468802,0.212468802,-0.000305921,0,0.000715,0.00064,0.000530058,0,0,0
431.5,0.038375654,0.158108108,0.82676633,0.977011494,0.179,0.033336049,0.01615743,0.01532172,0.009401198,0.01,0.00201,0.216061566,0.216061566,-0.000257566,0,0.000672,0.00065,0.000465362,0,0,0
432,0.036445392,0.15,0.807872892,0.98467433,0.193,0.035737209,0.016944416,0.016007082,0.009580838,0.010120968,0.00187,0.217685442,0.217685442,-0.000245066,0,0.000633,0.000653,0.000399152,0,0,0
432.5,0.034572078,0.14222973,0.789317507,0.992337165,0.208,0.038280783,0.018448232,0.016771035,0.009790419,0.010241935,0.00182,0.218548243,0.218548243,-0.000234539,0,0.000599,0.000649,0.000356784,0,0,0
433,0.032809365,0.134797297,0.770987492,0.996168582,0.224,0.041900738,0.019682575,0.017611033,0.00994012,0.010322581,0.00183,0.218911018,0.218911018,-0.000222039,0,0.00056,0.000639,0.000244174,0,0,0
433.5,0.031068232,0.128040541,0.751605754,1,0.241,0.04481525,0.021388641,0.018492394,0.01011976,0.010443548,0.00183,0.219413198,0.219413198,-0.000290132,0,0.000519,0.000626,0.000122015,0,0,0
434,0.029367264,0.120945946,0.730345941,0.996168582,0.26,0.048849199,0.023319854,0.019429755,0.010329341,0.010604839,0.00179,0.220320674,0.220320674,-0.000264803,0,0.000363,0.000607,0.000065782,0,0,0
434.5,0.027720246,0.114189189,0.707283176,0.988505747,0.28,0.051919371,0.025508209,0.020411344,0.010568862,0.010725806,0.00176,0.222160922,0.222160922,-0.00024375,0,0.000189,0.000583,2.98E-05,0,0,0
435,0.02616105,0.10777027,0.682680389,0.980842912,0.302,0.055330675,0.026999402,0.021429841,0.010778443,0.010846774,0.00166,0.22490165,0.22490165,-0.000225,0,0.0000366,0.000557,2.54E-05,0,0,0
435.5,0.02473913,0.101689189,0.658002479,0.969348659,0.324,0.059715689,0.0287313,0.022520248,0.011017964,0.010927419,0.00157,0.226324761,0.226324761,-0.000167434,0,0.0000358,0.000532,0,0,0,0
436,0.023381352,0.095945946,0.634376291,0.954022989,0.348,0.064541193,0.030210751,0.023737608,0.011287425,0.011008065,0.00152,0.225797284,0.225797284,-0.000119079,0,0.0000284,0.000509,0,0,0,0
436.5,0.022065836,0.090878378,0.611651579,0.9348659,0.373,0.069114989,0.032931885,0.025068877,0.011616766,0.011129032,0.00147,0.225763375,0.225763375,-0.000108224,0,0,0.000482,0,0,0,0
437,0.020836043,0.086148649,0.590091274,0.911877395,0.399,0.07470224,0.036066913,0.02646251,0.011976048,0.011290323,0.00152,0.226594959,0.226594959,-7.34E-05,0,0,0.000454,0,0,0,0
437.5,0.019649711,0.082094595,0.567591932,0.888888889,0.426,0.081425488,0.038785112,0.028001234,0.012365269,0.011451613,0.00161,0.227443228,0.227443228,-2.34E-05,0,0.0000992,0.000427,2.72E-05,0.0000328,0,0
438,0.018493352,0.078040541,0.544641851,0.862068966,0.454,0.087347245,0.041917205,0.029601366,0.012724551,0.011532258,0.00167,0.227850138,0.227850138,1.08E-05,0,0.000323,0.000402,8.05E-05,0.0000849,0,0
438.5,0.01751803,0.074324324,0.521503963,0.835249042,0.482,0.092778834,0.044418182,0.031278816,0.013083832,0.011653226,0.00165,0.228275888,0.228275888,3.88E-05,0,0.000484,0.000381,0.000107778,0.0000349,0,0
439,0.016615842,0.070945946,0.498478759,0.804597701,0.511,0.098929116,0.047107027,0.033041539,0.013473054,0.011854839,0.00163,0.228021299,0.228021299,7.11E-05,0,0.000507,0.000361,5.30E-05,0,0,0
439.5,0.015839242,0.06722973,0.476129662,0.77394636,0.54,0.10445344,0.050153992,0.034909262,0.013892216,0.012056452,0.00161,0.228234443,0.228234443,0.000105592,0,0.000519,0.000343,3.05E-05,0,0,0
440,0.015021877,0.063513514,0.454343988,0.739463602,0.568,0.112408731,0.054196065,0.036894711,0.014371257,0.012298387,0.00161,0.228838889,0.228838889,0.000123355,0,0.000504,0.000324,5.36E-05,0,0,0
440.5,0.01427435,0.060135135,0.433309544,0.704980843,0.597,0.120509748,0.058252815,0.03893107,0.014850299,0.012580645,0.00163,0.228982061,0.228982061,0.000101645,0,0.00055,0.000302,0.00011787,0,0,0
441,0.013543308,0.056756757,0.411711678,0.674329502,0.626,0.12938576,0.061834027,0.041088337,0.015329341,0.012822581,0.0017,0.228555773,0.228555773,3.59E-05,0,0.000484,0.000277,0.000215957,0,0,0
441.5,0.012783492,0.053716216,0.391052849,0.639846743,0.655,0.136950242,0.065471012,0.043334695,0.015868263,0.013104839,0.00178,0.228063282,0.228063282,-1.40E-05,0,0.000388,0.000257,0.000300321,0,0,0
442,0.012078227,0.050675676,0.369387372,0.605363985,0.684,0.144051052,0.0685033,0.045686053,0.016467066,0.013427419,0.00184,0.228079429,0.228079429,-6.45E-05,0,0.000418,0.000246,0.000337486,0,0,0
442.5,0.011421518,0.047635135,0.347515306,0.570881226,0.713,0.149999304,0.071512105,0.048174228,0.017095808,0.01375,0.00186,0.228020223,0.228020223,-0.000129934,0,0.000429,0.000243,0.000267502,0,0,0
443,0.010718651,0.04527027,0.325853585,0.540229885,0.742,0.158136753,0.076053199,0.050773767,0.017754491,0.014072581,0.00191,0.228554697,0.228554697,-0.000191118,0,0.000512,0.000246,9.82E-05,0,0,0
443.5,0.010004694,0.042905405,0.305945987,0.505747126,0.771,0.166539157,0.079860438,0.053497396,0.018413174,0.014354839,0.0019,0.227697278,0.227697278,-0.000239803,0,0.000466,0.000253,0,0,0,0
444,0.009336895,0.040540541,0.287469481,0.475095785,0.798,0.176369009,0.085693117,0.05635148,0.019101796,0.014677419,0.00196,0.226721984,0.226721984,-0.000223684,0,0.000397,0.00027,0,0,0,0
444.5,0.008694573,0.038175676,0.270303873,0.444444444,0.824,0.185321196,0.091044387,0.059288291,0.019850299,0.015,0.00202,0.225573914,0.225573914,-0.000196053,0,0.000403,0.000293,0,0,0,0
445,0.008078178,0.036148649,0.253987154,0.417624521,0.849,0.196671231,0.096427947,0.06238101,0.020688623,0.015403226,0.00207,0.223202959,0.223202959,-0.000144737,0.00000302,0.000355,0.00032,0,0,0,0
445.5,0.00746556,0.034459459,0.237396236,0.390804598,0.872,0.205855253,0.101429902,0.065639184,0.021526946,0.015766129,0.00205,0.222980126,0.222980126,-9.47E-05,0,0.000333,0.000349,0.000030075,0,0,0
446,0.007017613,0.032905405,0.220876686,0.363984674,0.894,0.217493427,0.107641249,0.069021448,0.02239521,0.016129032,0.00202,0.221065062,0.221065062,-8.78E-05,0,0.000295,0.000376,0,0,0,0
446.5,0.006481545,0.031621622,0.205645494,0.339846743,0.914,0.227535244,0.114166687,0.072518257,0.023353293,0.016572581,0.00195,0.219828721,0.219828721,-5.82E-05,0,0.000301,0.000399,0,0,0,0
447,0.0059768,0.030472973,0.191447245,0.316858238,0.932,0.237802273,0.119790951,0.076209157,0.024371257,0.017016129,0.00186,0.216897994,0.216897994,-4.61E-05,0,0.000361,0.000413,0,0,0,0
447.5,0.005569346,0.029290541,0.179258536,0.295785441,0.948,0.248675388,0.126994471,0.080094147,0.025449102,0.0175,0.00176,0.213296618,0.213296618,-1.12E-05,0,0.000412,0.000417,0,0,0,0
448,0.00521811,0.028175676,0.167655786,0.276245211,0.961,0.258468808,0.132093295,0.08410641,0.026616766,0.018064516,0.00166,0.209871247,0.209871247,1.76E-05,0,0.000428,0.000419,0,0,0,0
448.5,0.004918324,0.027027027,0.155902791,0.257854406,0.973,0.268083384,0.138207774,0.088287308,0.027814371,0.01858871,0.00164,0.205233217,0.205233217,-5.39E-06,0,0.00043,0.000424,0,0,0,0
449,0.004727704,0.026013514,0.145058784,0.240996169,0.983,0.278386844,0.145464131,0.09268457,0.029041916,0.019193548,0.00161,0.203214272,0.203214272,-9.08E-05,0,0.000428,0.000429,0,0,0,0
449.5,0.004569357,0.025067568,0.134654246,0.224904215,0.991,0.288117338,0.152018923,0.097345922,0.030538922,0.019919355,0.00161,0.199064966,0.199064966,-0.000121711,0,0.000421,0.000439,0,0,0,0
450,0.004427165,0.024054054,0.12536153,0.210344828,0.996,0.300679545,0.160246904,0.102261818,0.032035928,0.020725806,0.00154,0.195495347,0.195495347,-0.000163487,0,0.000384,0.000452,0,0,0,0
450.5,0.004256199,0.023074324,0.117128047,0.196551724,0.999,0.314758622,0.167832028,0.107390896,0.033532934,0.021532258,0.00152,0.190898762,0.190898762,-0.000176645,0,0.000403,0.000466,0,0,0,0
451,0.00402175,0.022195946,0.109491793,0.183908046,1,0.327675207,0.175123611,0.112755428,0.035329341,0.022379032,0.00158,0.186148778,0.186148778,-0.000185197,0,0.000419,0.000483,0,0,0,0
451.5,0.003861544,0.02152027,0.102629305,0.172030651,0.998,0.341386658,0.184088382,0.118374505,0.036826347,0.023225806,0.00165,0.18257539,0.18257539,-0.000192434,0,0.000428,0.000503,0,0,0,0
452,0.003667289,0.021114865,0.095841941,0.16091954,0.994,0.355230588,0.192935737,0.124337217,0.038922156,0.024153226,0.00173,0.177376513,0.177376513,-0.000194408,0,0.00049,0.000524,0,0,0,0
452.5,0.003525456,0.020608108,0.089283702,0.150957854,0.986,0.369902503,0.203650018,0.130675383,0.040718563,0.025120968,0.00178,0.173275648,0.173275648,-0.000160526,0,0.000507,0.000549,0,0,0,0
453,0.003449864,0.019966216,0.082973369,0.14137931,0.975,0.38745581,0.215227313,0.137347639,0.043113772,0.026209677,0.00189,0.168249546,0.168249546,-0.000105263,0,0.00056,0.000573,3.09E-05,0,0,0
453.5,0.003302187,0.019459459,0.077162604,0.13256705,0.961,0.405174715,0.225375059,0.14439853,0.045209581,0.02733871,0.00201,0.164007124,0.164007124,-5.07E-05,0,0.000513,0.000593,0.000166556,0,0,0
454,0.003152742,0.01902027,0.072452391,0.124521073,0.944,0.42107205,0.2359866,0.151831238,0.047904192,0.028548387,0.00211,0.16042351,0.16042351,8.09E-06,0,0.000542,0.000607,0.000212383,0,0,0
454.5,0.002963073,0.018581081,0.067565639,0.116858238,0.924,0.437962968,0.245741,0.159652128,0.050299401,0.029798387,0.00219,0.15699491,0.15699491,2.97E-05,0,0.000586,0.000618,0.000265987,0,0,0
455,0.002749815,0.018006757,0.06371934,0.109578544,0.901,0.452833601,0.255709685,0.167889834,0.053293413,0.031169355,0.00223,0.153483959,0.153483959,3.08E-05,0,0.000564,0.000624,0.000340174,0,0,0
455.5,0.002661364,0.017331081,0.060008264,0.103065134,0.877,0.472804628,0.268845687,0.17653163,0.056287425,0.03266129,0.00235,0.149900345,0.149900345,0.00002,0,0.000547,0.000627,0.000391919,0,0,0
456,0.002603936,0.016824324,0.056920708,0.096934866,0.851,0.492212624,0.28047582,0.185790698,0.059580838,0.034274194,0.00253,0.146437297,0.146437297,-1.46E-05,0,0.000457,0.000625,0.000498411,0,0,0
456.5,0.002511529,0.016418919,0.053927056,0.091187739,0.824,0.513839624,0.294589317,0.195574764,0.062874251,0.036008065,0.00262,0.143853198,0.143853198,-4.44E-05,0,0.000486,0.000622,0.000579059,0,0,0
457,0.002484194,0.016013514,0.049971829,0.086206897,0.798,0.53387689,0.309266415,0.205969738,0.066766467,0.037822581,0.00268,0.141843941,0.141843941,-7.01E-05,0,0.000464,0.000613,0.00061914,0,0,0
457.5,0.002359296,0.015574324,0.046463584,0.081226054,0.771,0.553947275,0.325499286,0.216969255,0.070658683,0.039758065,0.00279,0.140166241,0.140166241,-0.000107237,0,0.000467,0.000603,0.000723973,0,0,0
458,0.002284573,0.015135135,0.042707433,0.076628352,0.744,0.576733455,0.342730199,0.228589226,0.075149701,0.041935484,0.00289,0.13884109,0.13884109,-0.000141447,0,0.000448,0.000596,0.000828807,0,0,0
458.5,0.002191327,0.014763514,0.039492168,0.072796935,0.718,0.600248263,0.36183978,0.240858286,0.079640719,0.043951613,0.00302,0.13816452,0.13816452,-0.000179605,0,0.000469,0.000591,0.000866801,0,0,0
459,0.002041462,0.014628378,0.036678812,0.068965517,0.693,0.627571808,0.380831945,0.253652344,0.084431138,0.046370968,0.0031,0.138243103,0.138243103,-0.000241118,0,0.0006,0.000587,0.000843759,0,0,0
459.5,0.001991407,0.014560811,0.034409345,0.0651341,0.669,0.648768255,0.398209629,0.267159128,0.089820359,0.049193548,0.00317,0.138736133,0.138736133,-0.000280921,0,0.000725,0.00058,0.000813112,0,0,0
460,0.001945848,0.014290541,0.033097322,0.062068966,0.646,0.672183704,0.417818232,0.281391365,0.095808383,0.052016129,0.00328,0.138627408,0.138627408,-0.000297697,0,0.000756,0.000571,0.000848647,0,0,0
460.5,0.001997702,0.013783784,0.032172558,0.059003831,0.623,0.692883359,0.437133293,0.296450872,0.102095808,0.055241935,0.00335,0.139059616,0.139059616,-0.000253289,0,0.000791,0.000561,0.000874063,0,0,0
461,0.002031871,0.013513514,0.030633287,0.056321839,0.601,0.716100092,0.459706669,0.312363105,0.108682635,0.058870968,0.0035,0.13975018,0.13975018,-0.000228289,0,0.000812,0.000551,0.000896276,0,0,0
461.5,0.001935957,0.013243243,0.029148856,0.053639847,0.579,0.738952511,0.47993171,0.329051699,0.115868263,0.0625,0.00356,0.139983777,0.139983777,-0.000178947,0,0.000836,0.00054,0.000875921,0,0,0
462,0.001856828,0.012939189,0.027185141,0.051340996,0.558,0.766574131,0.50420763,0.346583473,0.123652695,0.066129032,0.00358,0.140894483,0.140894483,-0.000129276,0,0.000865,0.000526,0.000836898,0,0,0
462.5,0.001812169,0.012837838,0.02563648,0.049042146,0.537,0.795719245,0.529452239,0.364815245,0.131736527,0.07016129,0.00374,0.140939695,0.140939695,-0.00013125,0,0.000868,0.000511,0.000815885,0,0,0
463,0.001748026,0.012668919,0.0236337,0.046743295,0.517,0.82420197,0.556575516,0.383810651,0.140419162,0.074596774,0.00382,0.14080029,0.14080029,-0.000132895,0,0.000888,0.000501,0.000824805,0,0,0
463.5,0.001773204,0.012905405,0.021896105,0.044827586,0.498,0.850101379,0.583640085,0.403442419,0.149700599,0.079435484,0.00386,0.140571537,0.140571537,-0.000110526,0,0.000873,0.000494,0.000770515,0,0,0
464,0.001754321,0.013006757,0.020627277,0.042911877,0.48,0.868582031,0.608033422,0.423837822,0.159580838,0.084677419,0.00397,0.140569384,0.140569384,-0.000126974,0,0.000827,0.000493,0.000672486,0,0,0
464.5,0.001735138,0.012871622,0.019298727,0.040996169,0.463,0.885605427,0.6327203,0.444965042,0.17005988,0.089919355,0.0041,0.141028505,0.141028505,-0.000175329,0,0.000749,0.000499,0.000625257,0,0,0
465,0.001728544,0.012567568,0.017703865,0.039463602,0.446,0.909981341,0.662602872,0.466728623,0.180838323,0.095564516,0.00425,0.141946745,0.141946745,-0.000183882,0,0.000765,0.000509,0.000614051,0,0,0
465.5,0.001633829,0.012263514,0.016513917,0.037931034,0.431,0.92743529,0.69022517,0.489192202,0.19251497,0.102016129,0.0044,0.143035608,0.143035608,-0.000175658,0,0.000768,0.000516,0.000629088,0,0,0
466,0.001528024,0.012094595,0.015882132,0.036398467,0.416,0.948598617,0.722808328,0.512164871,0.204790419,0.108870968,0.0046,0.142330512,0.142330512,-0.00018125,0,0.000845,0.000519,0.000621884,0,0,0
466.5,0.001305325,0.011824324,0.015188371,0.035019157,0.402,0.963138054,0.75045998,0.535678448,0.217964072,0.115725806,0.00484,0.142904816,0.142904816,-0.000172368,0,0.000938,0.000516,0.00057963,0,0,0
467,0.001115596,0.011587838,0.014658378,0.033678161,0.389,0.977843089,0.780988344,0.559637479,0.231437126,0.123387097,0.00505,0.143327874,0.143327874,-0.000175658,0,0.000947,0.000513,0.000565736,0,0,0
467.5,0.001006194,0.01152027,0.013710326,0.032452107,0.376,0.992713721,0.809227081,0.583946508,0.245808383,0.131451613,0.00532,0.144483479,0.144483479,-0.000164145,0,0.000932,0.000507,0.000614937,0,0,0
468,0.000913877,0.011655405,0.012445254,0.031187739,0.363,1,0.835939399,0.608510082,0.260778443,0.139516129,0.00565,0.146555172,0.146555172,-0.000193092,0,0.000875,0.000496,0.000632833,0,0,0
468.5,0.000778399,0.011554054,0.011206476,0.029923372,0.351,0.998741461,0.856604753,0.633200929,0.276047904,0.148387097,0.00594,0.147648341,0.147648341,-0.000252303,0,0.000743,0.000481,0.000637665,0,0,0
469,0.000742731,0.01152027,0.010286219,0.028773946,0.339,0.996621816,0.881174215,0.657923593,0.292215569,0.15766129,0.00629,0.148574117,0.148574117,-0.000212171,0,0.00051,0.000462,0.00056545,0.00000507,0,0
469.5,0.000649515,0.011452703,0.008963678,0.027701149,0.327,0.992581244,0.901017651,0.682646258,0.308383234,0.16733871,0.00661,0.148355052,0.148355052,-0.000168092,0,0.000344,0.000446,0.00051725,0.0000101,0,0
470,0.000663603,0.011486486,0.008552755,0.026628352,0.315,0.991355824,0.920391421,0.707146196,0.326347305,0.177419355,0.00697,0.148579499,0.148579499,-0.000128289,0,0.000359,0.000434,0.000496152,0.0000939,0,0
470.5,0.000703167,0.011418919,0.0084273,0.025555556,0.303,0.989997927,0.940616462,0.731359771,0.344311377,0.188306452,0.00732,0.149074143,0.149074143,-0.000111842,0,0.000423,0.000427,0.00055453,0.000179,0,0
471,0.000702268,0.011283784,0.008280059,0.024559387,0.291,0.979863376,0.955704518,0.755127893,0.362275449,0.199193548,0.00771,0.150023064,0.150023064,-0.000106908,0,0.000427,0.000431,0.000618882,0.000284,0,0
471.5,0.000673194,0.011317568,0.008069714,0.023601533,0.279,0.970556811,0.970088074,0.778450561,0.380239521,0.210887097,0.00813,0.151546826,0.151546826,-7.04E-05,0,0.000437,0.00044,0.000615652,0.000356,0,0
472,0.000653712,0.011486486,0.007551741,0.022605364,0.267,0.959362437,0.984090026,0.801136867,0.401197605,0.222580645,0.00859,0.153061977,0.153061977,-8.49E-05,0,0.000585,0.000442,0.000596984,0.000429,0,0
472.5,0.000686382,0.011486486,0.007112647,0.021685824,0.255,0.945319791,0.990900199,0.822932266,0.422155689,0.235080645,0.00905,0.155198797,0.155198797,-8.39E-05,0,0.000733,0.000435,0.000540607,0.000454,0,0
473,0.000656109,0.011486486,0.006727642,0.020766284,0.244,0.929256859,0.9961546,0.843836759,0.44011976,0.248387097,0.0095,0.157072955,0.157072955,-0.000128289,0,0.000764,0.000422,0.000428683,0.000434,0,0
473.5,0.000594665,0.011689189,0.006257371,0.019846743,0.234,0.910643729,1,0.863723072,0.461077844,0.262096774,0.00994,0.159473513,0.159473513,-0.000179276,0,0.000857,0.000405,0.000237656,0.000382,0,0
474,0.000652213,0.011925676,0.005533937,0.019003831,0.223,0.890970777,1,0.882591206,0.48502994,0.276209677,0.0104,0.161381581,0.161381581,-0.000208224,0,0.00089,0.000389,0.000154663,0.000364,0,0
474.5,0.000761914,0.012027027,0.004765804,0.018199234,0.213,0.870966631,0.999001957,0.900345707,0.505988024,0.291129032,0.0108,0.163023218,0.163023218,-0.000233553,0,0.000924,0.000368,0.000146802,0.000289,0,0
475,0.000756219,0.012027027,0.004263607,0.01743295,0.203,0.850068259,0.996624267,0.916954756,0.526946108,0.306451613,0.0113,0.165501283,0.165501283,-0.000279276,0,0.000901,0.000347,0.000243688,0.000256,0,0
475.5,0.000699271,0.012094595,0.003777936,0.016781609,0.194,0.827547035,0.991457929,0.932291081,0.547904192,0.322177419,0.0118,0.168544503,0.168544503,-0.000280263,0,0.000813,0.000327,0.000255438,0.000184,0,0
476,0.000595864,0.012094595,0.002975623,0.016206897,0.185,0.807675366,0.984324859,0.946163773,0.571856287,0.338709677,0.0123,0.171980638,0.171980638,-0.000272697,0,0.000751,0.00031,0.000224962,0.0000739,0,0
476.5,0.00048916,0.012128378,0.002540285,0.015632184,0.176,0.783730005,0.9709687,0.958541014,0.592814371,0.355241935,0.0128,0.175481901,0.175481901,-0.000284868,0,0.000617,0.0003,0.00010409,0,0,0
477,0.000449296,0.012060811,0.001924276,0.014980843,0.168,0.761871169,0.955733873,0.969231896,0.616766467,0.372177419,0.0135,0.179696335,0.179696335,-0.000355263,0,0.000602,0.000298,3.00E-06,0,0,0
477.5,0.000437306,0.012060811,0.001478797,0.01440613,0.159,0.736170478,0.937211375,0.978459145,0.637724551,0.389919355,0.0143,0.184478613,0.184478613,-0.000404605,0,0.000603,0.00031,0,0,0,0
478,0.000497252,0.012128378,0.000635916,0.01394636,0.152,0.714411,0.922328798,0.985968217,0.661676647,0.407258065,0.015,0.18947888,0.18947888,-0.000365132,0,0.000551,0.000332,0,0,0,0
478.5,0.000583874,0.011858108,6.26E-05,0.01348659,0.144,0.695532915,0.907270095,0.991981838,0.682634731,0.427419355,0.0159,0.194445237,0.194445237,-0.000320066,0,0.000537,0.000354,0,0,0,0
479,0.000737037,0.011587838,0,0.012988506,0.137,0.673210407,0.887045054,0.996245464,0.706586826,0.443548387,0.0168,0.199183918,0.199183918,-0.0003125,0,0.00053,0.000374,0,0,0,0
479.5,0.000793985,0.011351351,0,0.012528736,0.13,0.652610111,0.867553868,0.998918185,0.72754491,0.463709677,0.0177,0.203543676,0.203543676,-0.000286842,0,0.000605,0.000395,2.74E-05,0,0,0
480,0.000711859,0.011114865,0,0.01210728,0.124,0.631479903,0.843277948,1,0.748502994,0.483870968,0.0187,0.20848043,0.20848043,-0.000239474,0,0.000617,0.000419,2.58E-05,0,0,0
480.5,0.000656409,0.010878378,0,0.011570881,0.117,0.610945845,0.821731968,0.999522728,0.769461078,0.504032258,0.0198,0.214497974,0.214497974,-0.000281908,0,0.00063,0.000447,0,0,0,0
481,0.000618943,0.010810811,0,0.011034483,0.112,0.593789971,0.801448219,0.99748637,0.790419162,0.524193548,0.0212,0.221339565,0.221339565,-0.000365132,0,0.000675,0.000473,0,0,0,0
481.5,0.000608452,0.010810811,0,0.010574713,0.107,0.576302903,0.778493237,0.993986379,0.811377246,0.544354839,0.0227,0.228715631,0.228715631,-0.000401316,0,0.000676,0.000493,0,0,0,0
482,0.000624937,0.011013514,0,0.010191571,0.102,0.558683356,0.757622404,0.9892773,0.832335329,0.564516129,0.0244,0.236570732,0.236570732,-0.000398026,0,0.000618,0.000511,0,0,0,0
482.5,0.000695074,0.010945946,0,0.009770115,0.0971,0.541693079,0.733933568,0.983104588,0.850299401,0.584677419,0.0261,0.243304676,0.243304676,-0.000407895,0,0.000562,0.000521,0,0,0,0
483,0.000802677,0.011013514,0,0.009348659,0.0928,0.522351322,0.711595025,0.975690971,0.868263473,0.608870968,0.0278,0.252430565,0.252430565,-0.000434211,0,0.000575,0.000533,0,0,0,0
483.5,0.000836547,0.011081081,0,0.009003831,0.0888,0.507017017,0.691957068,0.966877357,0.886227545,0.629032258,0.0297,0.260651671,0.260651671,-0.000414474,0,0.000642,0.000551,0,0,0,0
484,0.00067739,0.01097973,0,0.00862069,0.0849,0.491119682,0.672847486,0.956981927,0.901197605,0.653225806,0.0316,0.269462689,0.269462689,-0.000417763,0,0.000703,0.00058,0,0,0,0
484.5,0.00054431,0.010844595,0,0.008275862,0.0812,0.475586661,0.654119509,0.946004682,0.916167665,0.673387097,0.0339,0.278445945,0.278445945,-0.000470395,0,0.00075,0.000617,0,0,0,0
485,0.000457089,0.010675676,0,0.008007663,0.0778,0.461080343,0.633189967,0.934009258,0.928143713,0.693548387,0.0363,0.287050279,0.287050279,-0.000476974,0,0.000831,0.000655,0,0,0,0
485.5,0.000496053,0.010709459,0,0.007854406,0.0746,0.447666967,0.616428722,0.921218381,0.943113772,0.713709677,0.0389,0.296948007,0.296948007,-0.000460526,0,0.000836,0.00069,0,0,0,0
486,0.00052243,0.010810811,0,0.007662835,0.0716,0.433226887,0.597759453,0.907568416,0.952095808,0.737903226,0.0417,0.30685973,0.30685973,-0.000444079,0,0.000821,0.000723,0,0,0,0
486.5,0.000505045,0.010743243,0,0.007471264,0.0688,0.419018644,0.580910144,0.893218452,0.964071856,0.758064516,0.0445,0.319107423,0.319107423,-0.000450658,0,0.00077,0.000756,0,0,0,0
487,0.000481666,0.010743243,0,0.007241379,0.0659,0.40428049,0.56318021,0.878104854,0.973053892,0.778225806,0.0474,0.33098319,0.33098319,-0.000467105,0,0.000764,0.000781,0,0,0,0
487.5,0.000486462,0.010777027,0,0.007011494,0.0631,0.390734636,0.545508984,0.862545803,0.982035928,0.798387097,0.0505,0.343481703,0.343481703,-0.000480263,0,0.000878,0.000794,0,0,0,0
488,0.000514936,0.01097973,0,0.006819923,0.0604,0.377089423,0.529099989,0.84650948,0.988023952,0.814516129,0.0539,0.356003361,0.356003361,-0.000473684,0,0.000914,0.000791,0,0,0,0
488.5,0.000579079,0.011013514,0,0.006743295,0.0578,0.364172838,0.513835807,0.830186794,0.991017964,0.834677419,0.0577,0.367613775,0.367613775,-0.000391447,0,0.000971,0.000777,0,0,0,0
489,0.00057728,0.010878378,0,0.006628352,0.0553,0.35145497,0.497573582,0.813641381,0.997005988,0.85483871,0.0619,0.380567641,0.380567641,-0.000342105,0,0.000951,0.00075,0,0,0,0
489.5,0.000660605,0.010777027,0,0.006398467,0.0529,0.339763805,0.484011944,0.796936878,0.997005988,0.870967742,0.0663,0.392631254,0.392631254,-0.000361842,0,0.000928,0.000719,0,0,0,0
490,0.000756819,0.010675676,0,0.006245211,0.0506,0.327377132,0.470978681,0.780168738,1,0.887096774,0.071,0.405974807,0.405974807,-0.000375,0,0.000905,0.00069,0,0,0,0
490.5,0.000778399,0.010641892,0,0.006091954,0.0484,0.315103064,0.458209605,0.763273327,0.997005988,0.903225806,0.076,0.420377081,0.420377081,-0.000414474,0,0.000764,0.000664,0,0,0,0
491,0.000785893,0.010540541,0,0.005938697,0.0462,0.303206559,0.445910197,0.746377915,0.997005988,0.915322581,0.0811,0.434872472,0.434872472,-0.000453947,0,0.000727,0.00064,2.40E-05,0,0,0
491.5,0.000834149,0.010439189,0,0.005823755,0.0442,0.293863562,0.433816269,0.729387049,0.991017964,0.931451613,0.0866,0.449724716,0.449724716,-0.000463816,0,0.000774,0.000616,6.75E-05,0,0,0
492,0.000963033,0.010236486,0,0.005785441,0.0423,0.285080285,0.421311381,0.712396183,0.988023952,0.943548387,0.0925,0.465707807,0.465707807,-0.000430921,0,0.00087,0.000595,7.30E-05,0,0,0
492.5,0.001131481,0.010067568,0,0.005747126,0.0405,0.274455566,0.405665595,0.695532589,0.982035928,0.955645161,0.0987,0.480972883,0.480972883,-0.000394737,0,0.000909,0.000575,1.40E-05,0,0,0
493,0.001195324,0.009763514,0,0.005670498,0.0388,0.26293331,0.390254642,0.67876445,0.973053892,0.963709677,0.105,0.495401531,0.495401531,-0.000358553,0,0.00089,0.00056,0,0,0,0
